gene_callers_id	source	gene_name	gene_hmm_id	e_value	length	WAM_ALR	WAM_CCR	WAM_IPI	WAM_MAR	WAM_MYS	WAM_PBL	WAM_PJN	WAM_PPR	WAM_PST	WAM_ROL	WAM_SCR	WAM_SGN	WAM_SIS	WAM_TWN	WAR_ALR	WAR_CCR	WAR_IPI	WAR_MAR	WAR_MYS	WAR_PBL	WAR_PJN	WAR_PPR	WAR_PSK	WAR_PST	WAR_RNW	WAR_ROL	WAR_SCR	WAR_SGL	WAR_SIS	mag_id
220264	Bacteria_71	SecG	PF03840.14	7e-20	357	0.890756302521008	0	0	1	0.0672268907563025	0.243697478991597	0	0.918767507002801	0	0.450980392156863	0.677871148459384	0.00280112044817927	0	1	0	0	0	0.526610644257703	0.420168067226891	0.599439775910364	0.761904761904762	0	0	0	0.476190476190476	0	0.792717086834734	0.467787114845938	0	WA_MAG_00004
220268	Bacteria_71	AICARFT_IMPCHas	PF01808.18	9e-102	1533	0	0.201565557729941	0.178734507501631	0.922374429223744	0.256360078277886	0.834964122635355	0.257664709719504	0.719504240052185	0.256360078277886	0	0.121983039791259	0.526418786692759	0	1	0	0.110241356816699	0.120026092628832	0.172211350293542	0.299412915851272	0.326810176125245	0.181343770384866	0.196999347684279	0.0287018917155903	0.615786040443575	0.132420091324201	0	0.0091324200913242	0.359425962165688	0.166340508806262	WA_MAG_00004
332015	Bacteria_71	Ribosomal_L27	PF01016.19	3.3e-36	261	0	0	0	1	0.888888888888889	0.628352490421456	0.720306513409962	1	0.505747126436782	0	0	0.0153256704980843	0	1	0.0153256704980843	0.0153256704980843	0	0	0.0919540229885058	0	0	0.701149425287356	0	0	0	0	0.969348659003831	0	0	WA_MAG_00004
332016	Bacteria_71	Ribosomal_L21p	PF00829.21	5.9e-38	552	0.324275362318841	0.0380434782608696	0	0.97463768115942	0.646739130434783	1	0.71195652173913	1	0.278985507246377	0.373188405797101	0	0	0	1	0.692028985507246	0.507246376811594	0	0	0.476449275362319	0.518115942028985	0.541666666666667	0.449275362318841	0	0.389492753623188	0	0	0	0.545289855072464	0	WA_MAG_00004
549224	Bacteria_71	ADK	PF00406.22	1.1e-55	573	0.347294938917976	0	0.43630017452007	0.554973821989529	0.570680628272251	0.572425828970332	0.914485165794066	0.839441535776614	0.759162303664921	0	0	0.420593368237347	0	1	0	0.171029668411867	0	0.596858638743455	0.0907504363001745	0	0.511343804537522	0	0.340314136125654	0.636998254799302	0.404886561954625	0.403141361256544	0.366492146596859	0.532286212914485	0	WA_MAG_00004
635047	Bacteria_71	TsaE	PF02367.17	5.8e-36	426	0.467136150234742	0	0	0.450704225352113	0.755868544600939	0	0	0.913145539906103	0	0.375586854460094	0	0.863849765258216	0	0.847417840375587	0	0.178403755868545	0	0.370892018779343	0.460093896713615	0.31924882629108	0	0.354460093896714	0	0.502347417840376	0.0821596244131455	0	0.697183098591549	0	0	WA_MAG_00004
638516	Bacteria_71	Chorismate_synt	PF01264.21	6.4e-147	1059	0	0.264400377714825	0	0.691218130311615	0.595845136921624	0.73371104815864	0.710103871576959	0.754485363550519	0.285174693106704	0	0.483474976392823	0.56657223796034	0	0.959395656279509	0	0.154863078375826	0	0.142587346553352	0	0.262511803588291	0.411709159584514	0.427762039660057	0.232294617563739	0	0.125590179414542	0.28328611898017	0.284230406043437	0.434372049102927	0.0982058545797922	WA_MAG_00004
659050	Bacteria_71	RBFA	PF02033.18	9.8e-27	393	0	0.529262086513995	0.463104325699746	1	0	0.900763358778626	0	1	0	0	0.475826972010178	0.516539440203562	0.279898218829517	0.928753180661578	0	0	0	0	0	0.972010178117048	0	0	0.379134860050891	0.676844783715013	0.132315521628499	0.753180661577608	0.755725190839695	0.516539440203562	0	WA_MAG_00004
676539	Bacteria_71	RNA_pol_Rpb6	PF01192.22	3.7e-10	327	0	0	0	1	0	0.944954128440367	0.422018348623853	1	0.694189602446483	0.339449541284404	0.46177370030581	0.119266055045872	0	1	0	0	0	0	1	0.951070336391437	0.587155963302752	0.418960244648318	0	0.908256880733945	0	0	0.761467889908257	0.614678899082569	0.159021406727829	WA_MAG_00004
694655	Bacteria_71	PGK	PF00162.19	1.3e-43	342	0	0	0	0.903508771929825	0.868421052631579	0.786549707602339	0.926900584795322	0.587719298245614	0.66374269005848	0	0	0.701754385964912	0	1	0.763157894736842	0	0	0	0	0.353801169590643	0	0	0	0.944444444444444	0	0.526315789473684	0.576023391812866	0	0.0497076023391813	WA_MAG_00004
694671	Bacteria_71	ATP-synt_A	PF00119.20	6.1e-54	1137	0.684256816182938	0	0.226912928759894	0.940193491644679	0.26561125769569	0.535620052770449	0.263852242744063	0.801231310466139	0.94283201407212	0	0.253298153034301	0.195250659630607	0	1	0.191732629727353	0	0.180299032541777	0.17854001759015	0.351802990325418	0.284960422163588	0.297273526824978	0.58311345646438	0	0.33245382585752	0.408091468777485	0.10905892700088	0.673702726473175	0.681618293755497	0.401055408970976	WA_MAG_00004
