gene_callers_id	source	gene_name	gene_hmm_id	WAM_ALR	WAM_CCR	WAM_IPI	WAM_MAR	WAM_MYS	WAM_PBL	WAM_PJN	WAM_PPR	WAM_PST	WAM_ROL	WAM_SCR	WAM_SGN	WAM_SIS	WAM_TWN	WAR_ALR	WAR_CCR	WAR_IPI	WAR_MAR	WAR_MYS	WAR_PBL	WAR_PJN	WAR_PPR	WAR_PSK	WAR_PST	WAR_RNW	WAR_ROL	WAR_SCR	WAR_SGL	WAR_SIS
437455	Archaea_76	TIM	PF00121.18	0.451790633608815	0	0	0.887052341597796	0	0	0	0	0	0	0	0	0	0.820936639118457	0	0	0	0.300275482093664	0	0	0	0	0	0	0.318181818181818	0	0	0	0
1373853	Archaea_76	Ribosomal_S15	PF00312.22	0.858447488584475	0	0	1	0	0	0	0	0	0	0	0	0	0.520547945205479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1138788	Archaea_76	tRNA-synt_His	PF13393.6	0.182438192668372	0	0	0.77919863597613	0	0	0	0	0	0	0	0.44842284739983	0	0.776641091219096	0.289855072463768	0	0	0	0	0	0	0	0	0.460358056265985	0	0	0	0	0
1194926	Archaea_76	Ribosomal_L16	PF00252.18	0.758454106280193	0	0	1	0	0	0	0	0	0	0	0	0	0.58695652173913	0.364734299516908	0	0	0.0217391304347826	0	0	0	0	0.439613526570048	0	0.615942028985507	0	0	0	0
1194927	Archaea_76	Ribosomal_L29	PF00831.23	0.752525252525252	0	0	1	0	0	0	0	0	0	0	0	0	1	0.762626262626263	0	0	1	0	0	0	0	0.338383838383838	0	0	0	0	0	0
1194928	Archaea_76	Ribosomal_S17	PF00366.20	0.567049808429119	0	0	0.988505747126437	0	0	0	0	0	0	0	0	0	1	0	0	0	0.172413793103448	0	0	0	0	0	0	0	0	0	0	0
126034	Archaea_76	NDK	PF00334.19	0.194444444444444	0	0	0.953703703703704	0	0	0	0	0	0	0	0	0	0.673611111111111	0	0	0	0	0	0	0	0	0	0.347222222222222	0	0	0	0	0
126037	Archaea_76	tRNA-synt_His	PF13393.6	0.335703001579779	0	0	0.473143759873618	0	0	0	0	0.154818325434439	0	0	0.119273301737757	0	0.695102685624013	0	0	0	0.237756714060032	0	0	0	0	0.394944707740916	0.0655608214849921	0	0	0	0	0
1026683	Archaea_76	tRNA-synt_1c	PF00749.21	0.417208966015907	0	0	0.741865509761388	0	0	0	0	0	0	0	0.382501807664497	0	0.326102675343456	0	0	0	0.0636297903109183	0	0	0	0	0.509038322487346	0.218365871294288	0	0	0	0	0
1738961	Archaea_76	Ribosom_S12_S23	PF00164.25	0	0	0	0.789029535864979	0	0	0	0	0.734177215189873	0	0	0.974683544303797	0	1	0	0	0	0	0	0	0	0	0	0.358649789029536	0	0	0	0	0.489451476793249
194860	Archaea_76	TruD	PF01142.18	0.660919540229885	0	0	0.880268199233716	0	0	0	0	0.205938697318008	0	0	0.289272030651341	0	0.411877394636015	0	0	0	0.039272030651341	0	0	0	0	0	0	0.404214559386973	0	0	0	0.14463601532567
331338	Archaea_76	Ribosomal_S9	PF00380.19	0	0	0	0.904761904761905	0	0	0	0	0	0	0	0	0	0.44047619047619	0.44047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0
657488	Archaea_76	Ribosomal_L6	PF00347.23	0.50187265917603	0	0	0.917602996254682	0	0	0	0	0	0	0	0.563670411985019	0	0.451310861423221	0	0	0	0	0	0	0	0	0.179775280898876	0	0	0	0	0	0
657489	Archaea_76	Ribosomal_S8	PF00410.19	0.93734335839599	0	0	0.99749373433584	0	0	0	0	0	0	0	0	0	0.837092731829574	0	0	0	0.756892230576441	0	0	0	0	0	0	0	0	0	0	0
806601	Archaea_76	tRNA-synt_1c	PF00749.21	0.464088397790055	0	0	0.459484346224678	0	0	0	0	0	0	0	0.258747697974217	0	0.882136279926335	0.113259668508287	0	0	0.550644567219153	0	0	0	0	0	0	0.157458563535912	0	0	0	0
842018	Archaea_76	AdoHcyase	PF05221.17	0	0	0	0.361462728551336	0	0	0	0	0.170886075949367	0	0	0.220815752461322	0	0.883263009845288	0.00210970464135021	0	0	0.294655414908579	0	0	0.0731364275668073	0	0.310126582278481	0	0	0	0	0	0
847222	Archaea_76	Ribosomal_L1	PF00687.21	0	0	0	0.995475113122172	0	0	0	0	0	0	0	0	0	0.846153846153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.565610859728507
859555	Archaea_76	Ribosomal_L23	PF00276.20	0.248299319727891	0	0	0.724489795918367	0	0	0	0	0	0	0	0	0	0.969387755102041	0	0	0	0.819727891156463	0	0	0	0	0.513605442176871	0	0.510204081632653	0	0	0	0
859556	Archaea_76	Ribosomal_L4	PF00573.22	0.531666666666667	0	0	0.531666666666667	0	0	0	0	0	0	0	0	0	1	0	0	0	0.453333333333333	0	0	0	0	0	0	0	0	0	0	0
859557	Archaea_76	Ribosomal_L3	PF00297.22	0.381313131313131	0	0	0.595959595959596	0	0	0	0	0	0	0	0	0	0.845959595959596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1418824	Archaea_76	tRNA-synt_1c	PF00749.21	0.138738738738739	0	0	0.43963963963964	0	0	0	0	0.583783783783784	0	0	0.652252252252252	0	0.513513513513513	0	0	0	0	0	0	0	0	0	0.272072072072072	0.362162162162162	0	0	0	0
1437999	Archaea_76	Ham1p_like	PF01725.16	0	0	0	0.606209150326797	0	0	0	0	0	0	0	0	0	0.843137254901961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
