gene_callers_id	source	gene_name	gene_hmm_id	WAM_ALR	WAM_CCR	WAM_IPI	WAM_MAR	WAM_MYS	WAM_PBL	WAM_PJN	WAM_PPR	WAM_PST	WAM_ROL	WAM_SCR	WAM_SGN	WAM_SIS	WAM_TWN	WAR_ALR	WAR_CCR	WAR_IPI	WAR_MAR	WAR_MYS	WAR_PBL	WAR_PJN	WAR_PPR	WAR_PSK	WAR_PST	WAR_RNW	WAR_ROL	WAR_SCR	WAR_SGL	WAR_SIS
399517	Archaea_76	NDK	PF00334.19	0.972746331236897	0	0.371069182389937	0.649895178197065	0.962264150943396	0	0.576519916142558	0	0.190775681341719	0	0	0.431865828092243	0	0.241090146750524	0.631027253668763	0.576519916142558	0.966457023060797	0.0985324947589098	0	0.389937106918239	0.721174004192872	0.241090146750524	0.744234800838574	0.375262054507338	0.631027253668763	0.935010482180294	0.0775681341719078	0.9979035639413	0.750524109014675
399519	Archaea_76	Ribosomal_S28e	PF01200.18	0.666666666666667	0.991111111111111	0	0.848888888888889	1	0.831111111111111	0	0.657777777777778	0.617777777777778	0	0	0	0	0	1	0	0.644444444444444	0.595555555555556	0.497777777777778	0	0.355555555555556	0	1	0.0311111111111111	0.648888888888889	0.0533333333333333	0.24	0.395555555555555	0
450711	Archaea_76	SecY	PF00344.20	0.17737003058104	0.316004077471967	0.68144750254842	0.424057084607543	0.233435270132518	0.151885830784913	0.291029561671764	0.153414882772681	0	0.228848114169215	0.350152905198777	0.172273190621814	0	0	0.635575942915392	0.777268093781855	0.598369011213048	0.218654434250765	0.403669724770642	0.337410805300714	0.479102956167176	0.776758409785933	0.532619775739042	0.611111111111111	0.483180428134557	0.236493374108053	0.658002038735984	0.569826707441386	0.699286442405708
450715	Archaea_76	Ribosomal_L5e	PF17144.4	0.251937984496124	0	0.903100775193798	0.300387596899225	0.251937984496124	0	0.405038759689922	0	0	0.496124031007752	0	0	0	0	0	1	1	0.0484496124031008	0	0.403100775193798	0.0368217054263566	0	0.883720930232558	0.343023255813953	0.614341085271318	0.131782945736434	0.482558139534884	0.585271317829457	0.732558139534884
450717	Archaea_76	Ribosomal_L32e	PF01655.18	0	0	0	0	0.287878787878788	0	0.59469696969697	0.265151515151515	0.772727272727273	0.818181818181818	0	0	0	0	0.931818181818182	0.227272727272727	0.435606060606061	0.0227272727272727	0	0.132575757575758	0	0.962121212121212	0	0.367424242424242	0	0	0	1	0.541666666666667
450719	Archaea_76	Ribosomal_L6	PF00347.23	0.32962962962963	0	0.694444444444444	0.485185185185185	0	0	0.314814814814815	0.912962962962963	0.459259259259259	0	0	0.505555555555556	0.268518518518519	0.307407407407407	0.264814814814815	0.114814814814815	0.394444444444444	0.47962962962963	0.722222222222222	0.342592592592593	0.881481481481482	0.487037037037037	0	0	0.859259259259259	0.555555555555556	0.177777777777778	0.27962962962963	0.937037037037037
450720	Archaea_76	Ribosomal_S8	PF00410.19	0.561538461538462	0.774358974358974	0.774358974358974	0	0	0	0	0.292307692307692	0.91025641025641	0	0	0	0.594871794871795	0.771794871794872	0.720512820512821	0	0.525641025641026	0.476923076923077	0.0538461538461538	0.261538461538462	0.558974358974359	0	0.107692307692308	0.558974358974359	0.782051282051282	0.997435897435897	1	0.982051282051282	0.266666666666667
450723	Archaea_76	Ribosomal_L26	PF16906.5	0.602941176470588	0	0.242647058823529	0	0	0	0.367647058823529	0.355392156862745	0.0784313725490196	0.529411764705882	0	0.651960784313726	0	0	0.205882352941176	0	0.475490196078431	0.590686274509804	0.370098039215686	0.401960784313726	0	0.235294117647059	1	0	0.28921568627451	0.600490196078431	0.926470588235294	0.79656862745098	0.450980392156863
450724	Archaea_76	Ribosomal_L14	PF00238.19	0.403508771929825	0	0.383458646616541	0	0	0	0	0.378446115288221	0.228070175438596	0.19047619047619	0.709273182957393	0.802005012531328	0	0	0.423558897243108	0.132832080200501	0.443609022556391	0.491228070175439	0.982456140350877	0.513784461152882	0.315789473684211	0.383458646616541	0.639097744360902	0.573934837092732	0	0.93483709273183	0	0.87468671679198	0.197994987468672
450725	Archaea_76	Ribosomal_S17	PF00366.20	0.946428571428571	0	0	0	0.4375	0	0	0	0.982142857142857	0	0	0.449404761904762	0	0	0.794642857142857	0	0.154761904761905	0	0	0.699404761904762	0.99702380952381	0	0	0.220238095238095	0.866071428571429	0.125	0.708333333333333	0.946428571428571	0.217261904761905
502142	Archaea_76	CTP-dep_RFKase	PF01982.16	0.331140350877193	0.557017543859649	0.844298245614035	0	0.664473684210526	0.447368421052632	0.828947368421053	0.425438596491228	0.896929824561403	0	0	0.493421052631579	0	0	0.0504385964912281	0.885964912280702	0.592105263157895	0.375	0.87280701754386	0.971491228070175	0.984649122807018	0.93421052631579	0.328947368421053	0.24780701754386	0.469298245614035	0.837719298245614	0.993421052631579	0.300438596491228	0.504385964912281
1236741	Archaea_76	TIM	PF00121.18	0.336363636363636	0	0.787878787878788	0	0	0	0.227272727272727	0.240909090909091	0.575757575757576	0	0	0.122727272727273	0.71969696969697	0	0.456060606060606	0.618181818181818	0.360606060606061	0.193939393939394	0.756060606060606	0.157575757575758	0	0.327272727272727	0.840909090909091	0.512121212121212	0	0	0.41969696969697	0.286363636363636	0.989393939393939
1261337	Archaea_76	DNA_primase_lrg	PF04104.14	0.380577427821522	0.167104111986002	0.63254593175853	0.330708661417323	0.250218722659668	0.0953630796150481	0.853893263342082	0.131233595800525	0.282589676290464	0.375328083989501	0	0.216097987751531	0	0	0.279965004374453	0.675415573053368	0.659667541557305	0.583552055993001	0.763779527559055	0.453193350831146	0	0.608923884514436	0.818022747156605	0	0.276465441819773	0.606299212598425	0.769028871391076	0.653543307086614	0.532808398950131
1261343	Archaea_76	Ribosomal_S13	PF00416.22	0.556277056277056	0.183982683982684	0.584415584415584	0.123376623376623	0.675324675324675	0	0.497835497835498	0	0	0.653679653679654	0.0757575757575758	0.41991341991342	0	0.638528138528139	0	0.0865800865800866	0.729437229437229	0.406926406926407	0.943722943722944	0.127705627705628	0.147186147186147	0.846320346320346	0.575757575757576	0.199134199134199	0.653679653679654	1	0.958874458874459	0.62987012987013	0.984848484848485
