gene_callers_id	source	gene_name	gene_hmm_id	e_value	length	WAM_ALR	WAM_CCR	WAM_IPI	WAM_MAR	WAM_MYS	WAM_PBL	WAM_PJN	WAM_PPR	WAM_PST	WAM_ROL	WAM_SCR	WAM_SGN	WAM_SIS	WAM_TWN	WAR_ALR	WAR_CCR	WAR_IPI	WAR_MAR	WAR_MYS	WAR_PBL	WAR_PJN	WAR_PPR	WAR_PSK	WAR_PST	WAR_RNW	WAR_ROL	WAR_SCR	WAR_SGL	WAR_SIS	mag_id
397558	Archaea_76	tRNA-synt_1c	PF00749.21	6.3e-97	1677	0	0.0381633870005963	0.476446034585569	0.577817531305903	0.940966010733452	0.326177698270722	0.972570065593321	0.035778175313059	0.13536076326774	0.896839594514013	0.776386404293381	0.288014311270125	1	0	0	0.0900417412045319	0	0	0.470483005366726	0	0.415623136553369	0	0	0.231961836612999	0	0	0	0.150864639236732	0	WA_Bin_00098
469679	Archaea_76	tRNA-synt_1d	PF00750.19	4.1e-45	1773	0.16751269035533	0.10039481105471	0.38409475465313	0.384658770445573	0.875352509870276	0.238014664410604	0.523970671178793	0.278059785673999	0	0.68809926677947	0.85053581500282	0.169204737732657	0.852227862380147	0.285391990975747	0	0.38917089678511	0	0	0.516074450084602	0	0.32205301748449	0	0	0	0	0.0924985899605189	0	0	0	WA_Bin_00098
1379590	Archaea_76	RNase_HII	PF01351.18	4.3e-37	507	0	0	0	0.203155818540434	0.717948717948718	0	0.495069033530572	0	0	0.822485207100592	0	0	1	0	0	0	0	0	0.110453648915187	0	0	0	0	0	0.345167652859961	0.321499013806706	0.134122287968442	0	0	WA_Bin_00098
95407	Archaea_76	HMG-CoA_red	PF00368.18	4.1e-46	762	0.284776902887139	0	0	0.510498687664042	0.690288713910761	0.0406824146981627	0.603674540682415	0.200787401574803	0	0.801837270341207	0.9501312335958	0.496062992125984	1	0	0	0	0.041994750656168	0	0.0249343832020997	0	0.389763779527559	0	0	0.354330708661417	0	0	0.198162729658793	0	0	WA_Bin_00098
906756	Archaea_76	Ribosomal_L1	PF00687.21	1.4e-39	486	0	0	0.617283950617284	0.152263374485597	0.878600823045268	0.310699588477366	0.409465020576132	0	0	1	1	0	1	0	0	0.308641975308642	0	0	0.362139917695473	0	0	0	0	0	0	0.617283950617284	0.382716049382716	0	0	WA_Bin_00098
996160	Archaea_76	tRNA-synt_His	PF13393.6	1.1e-27	981	0	0	0	0.154943934760449	0.776758409785933	0	0.470948012232416	0	0	0.82262996941896	0.407747196738022	0.515800203873598	0.876656472986748	0	0	0	0	0	0.152905198776758	0	0.170234454638124	0	0	0	0	0	0.201834862385321	0	0	WA_Bin_00098
1700052	Archaea_76	tRNA-synt_1c	PF00749.21	2.8e-33	882	0.188208616780045	0	0.218820861678005	0.478458049886621	0.668934240362812	0.22562358276644	0.0702947845804989	0	0.336734693877551	0.657596371882086	0.904761904761905	0.383219954648526	0.815192743764172	0	0	0	0	0	0	0	0	0	0	0	0.342403628117914	0.286848072562358	0.291383219954649	0	0	WA_Bin_00098
1751391	Archaea_76	Ribosomal_S19	PF00203.21	2.7e-38	279	0	0	0	0.577060931899642	1	0.372759856630824	0.788530465949821	0.566308243727599	0.480286738351254	0.763440860215054	1	0	1	0.161290322580645	0	0	0	0	0.473118279569892	0	0.279569892473118	0	0	0	0	0	0.573476702508961	0	0	WA_Bin_00098
1751392	Archaea_76	Ribosomal_L22	PF00237.19	9.7e-31	405	0	0	0	0.254320987654321	0.901234567901235	0.634567901234568	0.844444444444444	0.577777777777778	0.511111111111111	0.772839506172839	1	0.419753086419753	1	0.71358024691358	0	0.560493827160494	0	0	0.288888888888889	0	0.422222222222222	0	0	0.817283950617284	0	0	0.617283950617284	0	0	WA_Bin_00098
1751394	Archaea_76	Ribosomal_L16	PF00252.18	9e-52	420	0	0.35952380952381	0.457142857142857	0.797619047619048	0.121428571428571	0	0.292857142857143	0	0	0.8	0.952380952380952	0	1	0.354761904761905	0	0	0	0	0.376190476190476	0	0.35952380952381	0	0	0	0	0	0	0	0	WA_Bin_00098
279670	Archaea_76	SecY	PF00344.20	1.4e-58	705	0	0.428368794326241	0	0	0.729078014184397	0	0	0	0.00851063829787234	0.524822695035461	0.468085106382979	0.567375886524823	0.936170212765958	0	0.278014184397163	0	0	0	0.205673758865248	0	0.228368794326241	0	0	0	0	0	0.181560283687943	0	0	WA_Bin_00098
279672	Archaea_76	Ribosomal_S13	PF00416.22	1.9e-35	375	0	0	0	0.306666666666667	0.581333333333333	0.594666666666667	0.970666666666667	0.4	0.173333333333333	0.965333333333333	0.757333333333333	0.402666666666667	0.864	0	0	0	0	0	0.224	0	0.408	0	0	0	0.64	0	0.4	0	0.661333333333333	WA_Bin_00098
279673	Archaea_76	Ribosomal_S11	PF00411.19	8.9e-47	384	0	0	0	0	1	0.158854166666667	0.565104166666667	0.234375	0	0.2109375	0.786458333333333	0.393229166666667	0.997395833333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.609375	0	0	WA_Bin_00098
586169	Archaea_76	Ribosomal_L3	PF00297.22	2.4e-19	579	0	0.0241796200345423	0	0.424870466321244	0.842832469775475	0.433506044905009	0.597582037996546	0	0.716753022452504	0.955094991364421	0.956822107081174	0.545768566493955	0.842832469775475	0	0	0.260794473229706	0	0	0	0	0.485319516407599	0	0	0	0	0	0.882556131260794	0	0	WA_Bin_00098
