gene_callers_id	source	gene_name	gene_hmm_id	e_value	WAM_ALR	WAM_CCR	WAM_IPI	WAM_MAR	WAM_MYS	WAM_PBL	WAM_PJN	WAM_PPR	WAM_PST	WAM_ROL	WAM_SCR	WAM_SGN	WAM_SIS	WAM_TWN	WAR_ALR	WAR_CCR	WAR_IPI	WAR_MAR	WAR_MYS	WAR_PBL	WAR_PJN	WAR_PPR	WAR_PSK	WAR_PST	WAR_RNW	WAR_ROL	WAR_SCR	WAR_SGL	WAR_SIS
1231289	Archaea_76	RNase_HII	PF01351.18	2.3e-43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1054339	Archaea_76	SecY	PF00344.20	1.3e-91	0	0	0	0.344827586206897	0.14367816091954	0	0.21264367816092	0	0.225095785440613	0.223180076628352	0.455938697318008	0.305555555555556	0	0.227969348659004	0	0.211685823754789	0	0.701149425287356	0	0.338122605363985	0.390804597701149	0.562260536398467	0.28544061302682	0.632183908045977	0.460727969348659	0.251915708812261	0.575670498084291	0.376436781609195	0.205938697318008
1582605	Archaea_76	Ribosomal_L14	PF00238.19	2.4e-55	0	0.297814207650273	0.308743169398907	0.814207650273224	0.989071038251366	0	0.333333333333333	0.683060109289617	0.986338797814208	0.516393442622951	0	0	0	1	0	0	0	0	0.53551912568306	0	0.773224043715847	0	0.377049180327869	0.639344262295082	0.240437158469945	0	0	0	0
1582606	Archaea_76	Ribosomal_S17	PF00366.20	1.8e-33	0	0.592156862745098	0.725490196078431	0.984313725490196	0	0	0.658823529411765	0.580392156862745	1	0	0	0	0	1	0	0	0	0	0.325490196078431	0	0	0	0	0.592156862745098	0	0	0	0	0
1054431	Archaea_76	HMG-CoA_red	PF00368.18	6.1e-107	0.594820384294068	0.706766917293233	0.276524644945698	0.977443609022556	0.572263993316625	0.996658312447786	0.923976608187134	0.949874686716792	0.808688387635756	0.293233082706767	0.596491228070175	0.811194653299916	0	0.588972431077694	0.629908103592314	0.628237259816207	0.534670008354219	0.629072681704261	0.576441102756892	0.844611528822055	0.960735171261487	0.269005847953216	0.805346700083542	1	0.992481203007519	0.64327485380117	0.841269841269841	0.640768588137009	0.688387635756057
877000	Archaea_76	CarS-like	PF01864.17	1.2e-27	0.890829694323144	0.652110625909753	0.761280931586608	0.100436681222707	0.0422125181950509	0	0.828238719068413	0.483260553129549	0.51528384279476	0.791848617176128	0.791848617176128	0.273653566229985	0.256186317321689	0	0.439592430858806	1	0.726346433770015	0.918486171761281	0.615720524017467	0.676855895196507	0.65938864628821	1	0.432314410480349	0.730713245997089	0.665211062590975	0.787481804949054	0.937409024745269	0.323144104803493	0.981077147016012
877017	Archaea_76	Ribosomal_S15	PF00312.22	2.4e-14	0.860215053763441	0.363440860215054	0.359139784946237	0.670967741935484	0.649462365591398	0.118279569892473	0.870967741935484	0.29247311827957	0.324731182795699	0	0.997849462365591	0.651612903225806	0	0	1	1	0.701075268817204	0.963440860215054	0.741935483870968	1	0.69247311827957	0.980645161290322	0.653763440860215	0.956989247311828	0.331182795698925	1	1	0.950537634408602	0.976344086021505
877020	Archaea_76	tRNA-synt_1c	PF00749.21	3.6e-61	0.606060606060606	0.751165501165501	0.516899766899767	0.537296037296037	0.398018648018648	0.376456876456876	0.884615384615385	0.401515151515151	0.53962703962704	0.57051282051282	0.633449883449883	0.377622377622378	0.265151515151515	0.00407925407925407	0.646853146853147	0.873543123543124	0.649184149184149	0.795454545454545	0.461538461538462	0.853146853146853	0.800699300699301	0.864801864801865	0.525058275058275	0.985431235431236	0.755827505827506	1	0.990675990675991	0.818764568764569	0.861888111888112
877021	Archaea_76	RNase_HII	PF01351.18	1.9e-37	0.574525745257453	1	0.540650406504065	0.516260162601626	0.735772357723577	0.28319783197832	0.753387533875339	0.17479674796748	0.151761517615176	0.238482384823848	0.700542005420054	0.425474254742547	0	0.336043360433604	0.44579945799458	0.968834688346884	0.439024390243902	0.941734417344173	0.514905149051491	0.982384823848238	0.859078590785908	1	0.371273712737127	0.830623306233062	1	1	1	1	0.890243902439024
350668	Archaea_76	Ribosomal_S11	PF00411.19	2.1e-51	1	1	1	1	0.785353535353535	0.654040404040404	1	1	0.734848484848485	0.398989898989899	1	1	0.381313131313131	0.439393939393939	0.154040404040404	0.861111111111111	0.497474747474747	0.696969696969697	1	1	0.76010101010101	0.896464646464647	0	0.972222222222222	0.545454545454545	0.921717171717172	1	0	0
350669	Archaea_76	Ribosomal_S13	PF00416.22	5.5e-35	1	1	1	0.802168021680217	1	1	1	1	0.951219512195122	0.742547425474255	1	0.970189701897019	0.422764227642277	0.346883468834688	0.59349593495935	1	0.975609756097561	1	0.731707317073171	0.029810298102981	1	1	0.802168021680217	0.804878048780488	0.869918699186992	0.333333333333333	1	0.533875338753388	0.677506775067751
350671	Archaea_76	SecY	PF00344.20	5.7e-114	0.950561797752809	0.985767790262172	0.873408239700375	0.89812734082397	1	0.987265917602996	0.989513108614232	0.972284644194757	0.968539325842697	0.497378277153558	1	0.984269662921348	0.413483146067416	0.467415730337079	0.467415730337079	0.887640449438202	0.554307116104869	0.591760299625468	1	0.743820224719101	0.614232209737828	0.797752808988764	0.687640449438202	0.565543071161049	0.650187265917603	0.500374531835206	0.983520599250936	0.67940074906367	0.358052434456929
350676	Archaea_76	Ribosomal_L6	PF00347.23	2.6e-37	0.859550561797753	1	0.98689138576779	0.960674157303371	1	0.632958801498127	1	1	1	0.51310861423221	1	0.891385767790262	0.368913857677903	0.853932584269663	0.874531835205993	0.962546816479401	0.709737827715356	0.419475655430712	0.99063670411985	0.578651685393258	1	1	0.634831460674157	0.915730337078652	0.962546816479401	0.666666666666667	1	0.908239700374532	0.764044943820225
350677	Archaea_76	Ribosomal_S8	PF00410.19	5.7e-48	1	1	1	1	0.994987468671679	1	1	1	1	0.378446115288221	0.99749373433584	1	0.533834586466165	0.802005012531328	0.902255639097744	0.987468671679198	0.614035087719298	0	1	0.93483709273183	0.80952380952381	0.744360902255639	1	0.466165413533835	0.551378446115288	1	1	1	0.949874686716792
350681	Archaea_76	Ribosomal_L14	PF00238.19	6.3e-58	0.856368563685637	1	0.834688346883469	0.983739837398374	0.91869918699187	1	0.883468834688347	1	0.704607046070461	0.83739837398374	1	0.848238482384824	0	0.409214092140921	0.669376693766938	1	0	1	0.953929539295393	0.306233062330623	1	1	0.588075880758808	0.21680216802168	0.669376693766938	0.913279132791328	0.850948509485095	1	0.775067750677507
350682	Archaea_76	Ribosomal_S17	PF00366.20	7.7e-31	0.218106995884774	1	0.777777777777778	1	1	1	1	1	0.506172839506173	1	1	1	0.526748971193416	0.810699588477366	0.127572016460905	1	0.716049382716049	0.037037037037037	0.930041152263374	0.530864197530864	1	1	0.102880658436214	1	0.888888888888889	0.888888888888889	1	1	0.65843621399177
350683	Archaea_76	Ribosomal_L29	PF00831.23	1.5e-23	0.60093896713615	1	1	1	1	1	0.981220657276995	1	1	0.990610328638498	1	1	0.859154929577465	0.107981220657277	1	1	0.7981220657277	0.784037558685446	0.953051643192488	0.708920187793427	0.103286384976526	1	1	1	0.63849765258216	0	0.971830985915493	0.553990610328638	1
350684	Archaea_76	Ribosomal_L16	PF00252.18	2.1e-52	0.802380952380952	0.95952380952381	1	1	1	1	1	1	1	0.528571428571429	1	1	0.80952380952381	0.733333333333333	1	0.866666666666667	0.204761904761905	0.869047619047619	1	0.673809523809524	1	0.888095238095238	0.80952380952381	0.576190476190476	0.0309523809523809	0.357142857142857	1	0.407142857142857	0.478571428571429
350686	Archaea_76	Ribosomal_L22	PF00237.19	5e-35	1	1	0.916010498687664	1	1	1	1	1	0.614173228346457	0.926509186351706	0.863517060367454	1	0.62992125984252	0.414698162729659	0.695538057742782	1	0.850393700787402	0.372703412073491	1	0.658792650918635	1	1	0.396325459317585	1	1	0.94488188976378	1	0.976377952755906	0.4750656167979
350687	Archaea_76	Ribosomal_S19	PF00203.21	3.4e-37	0.869565217391304	1	1	1	1	1	1	1	1	0.981884057971014	1	0.260869565217391	0.307971014492754	0	1	1	0	0	1	0.829710144927536	0.702898550724638	1	0.873188405797101	1	0.731884057971015	0.91304347826087	1	1	1
