gene_callers_id	source	gene_name	gene_hmm_id	WAM_ALR	WAM_CCR	WAM_IPI	WAM_MAR	WAM_MYS	WAM_PBL	WAM_PJN	WAM_PPR	WAM_PST	WAM_ROL	WAM_SCR	WAM_SGN	WAM_SIS	WAM_TWN	WAR_ALR	WAR_CCR	WAR_IPI	WAR_MAR	WAR_MYS	WAR_PBL	WAR_PJN	WAR_PPR	WAR_PSK	WAR_PST	WAR_RNW	WAR_ROL	WAR_SCR	WAR_SGL	WAR_SIS
1107489	Bacteria_71	Ribosomal_L1	PF00687.21	0	0	0.594516594516595	0	0.434343434343434	0	0	0	0	0.0476190476190476	0	0	0	0	1.42424242424242	0	1.15007215007215	0	0.546897546897547	0	0	0	0	0.196248196248196	0	2.44733044733045	0.435786435786436	0.702741702741703	1.01875901875902
1112240	Bacteria_71	Ribosomal_S15	PF00312.22	0	0	0.389513108614232	0	0	0	0.576779026217228	0	0	0	0	0	0	0	2.20224719101124	0	0	1.47940074906367	0.779026217228464	0	0	0	0	0.700374531835206	0.176029962546816	0.288389513108614	0	0.98876404494382	0
185751	Bacteria_71	Ribosomal_L23	PF00276.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.845238095238095	1.74404761904762	0	0	0	0	0	0	0.892857142857143	0	0	0
185752	Bacteria_71	Ribosomal_L4	PF00573.22	0.0175438596491228	0.0382775119617225	0.481658692185008	0	0.0191387559808612	0	0.137161084529506	0	0	0	0	0	0.48006379585327	0	0.96969696969697	0	0	0.229665071770335	0.725677830940989	0.280701754385965	0.717703349282297	0	0	0	0.481658692185008	0.963317384370016	0	0.478468899521531	0.521531100478469
185753	Bacteria_71	Ribosomal_L3	PF00297.22	0.960975609756098	0.944715447154472	0	0	0.96260162601626	0	0.970731707317073	0	0	0.489430894308943	0	0	0.491056910569106	0	3.67479674796748	0	0.167479674796748	0	0.489430894308943	0.35609756097561	0.491056910569106	0	1.11869918699187	0.547967479674797	0.491056910569106	2.16747967479675	0.48780487804878	1.31382113821138	0.452032520325203
185754	Bacteria_71	Ribosomal_S10	PF00338.22	0	0	0.880258899676375	0.944983818770226	0	0	1.5663430420712	0	0	1.45307443365696	0	0	0.644012944983819	0	3.13268608414239	0	2.37540453074434	0	0	0.611650485436893	1.87378640776699	0	1.5631067961165	1.44012944983819	0	2.93203883495146	0	0.307443365695793	0.537216828478964
185756	Bacteria_71	Ribosomal_S7	PF00177.21	0.418259023354565	0	0.617834394904459	0.641188959660297	0.0636942675159236	0	0.768577494692144	0	0	1.71337579617834	0	0	0.630573248407643	0	1.95116772823779	0	0.961783439490446	0	0.0127388535031847	0	0	1.60297239915074	0.0806794055201698	0	0.114649681528662	0.543524416135881	0	0.528662420382166	0.927813163481953
185757	Bacteria_71	Ribosom_S12_S23	PF00164.25	0.269333333333333	0	3.112	0	0	0	0.0426666666666667	0	0	1.08533333333333	0	0	0	0	1.488	0	1.04266666666667	0	0.8	0	0.629333333333333	0	0.576	0	0.634666666666667	0.410666666666667	0	0	1.50933333333333
270980	Bacteria_71	Chorismate_synt	PF01264.21	0.710064635272391	0	0.370267774699908	0.277931671283472	0.620498614958449	0	0.289935364727609	0.416435826408126	0	0.316712834718375	0	0.296398891966759	0.622345337026778	0	0.193905817174515	0.234533702677747	0.614958448753463	0	0.943674976915974	0	0	0	0.277008310249307	0.12927054478301	0	2.00184672206833	0.0498614958448753	0	0.479224376731302
595640	Bacteria_71	Ribosomal_S16	PF00886.19	0	0	0	0	0	0	0	0.578034682080925	0	1.55684007707129	0	0	0	0	1.46820809248555	0.547206165703276	1.04046242774566	0	1.15799614643545	0	0.15028901734104	0	0.581888246628131	0	1.16184971098266	1.6878612716763	0	0.576107899807322	0.129094412331407
600360	Bacteria_71	TsaE	PF02367.17	0	0	0.585271317829457	0	0	0	0.585271317829457	0	0	0	0	0	0	0	0.0736434108527132	0	0	0	0	0	0	0	0	0.197674418604651	0	0	0	0	0.60077519379845
645068	Bacteria_71	SecG	PF03840.14	0	0	0.845679012345679	0.685185185185185	0	0	0	0	0	2.31481481481481	0	0	0	0	0.12037037037037	0	0	0	0.537037037037037	0	0.895061728395062	0	0	0	0	1.80246913580247	0	0.373456790123457	0.932098765432099
81893	Bacteria_71	Ribosomal_L35p	PF01632.19	0	0	0	0	0	0	0	0	0	0.433862433862434	0	0	0	0	1.21164021164021	0	1.13227513227513	0	0	0	0	0	0	0.798941798941799	0	1.04761904761905	0.751322751322751	0	1.3968253968254
81894	Bacteria_71	Ribosomal_L20	PF00453.18	0.550847457627119	0	0.850282485875706	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19774011299435	0	1.23728813559322	0	0.00564971751412429	0	0.514124293785311	0.387005649717514	0	0.898305084745763	0	0.0903954802259887	0.0564971751412429
102435	Bacteria_71	Ribosomal_L28	PF00830.19	0	0	0.574712643678161	0	0	0	0	0	0	0	0	0	1.15325670498084	0	1.53639846743295	0	0	0	0	0	2.31034482758621	0	0	0	0	1.06130268199234	0	0	0.398467432950192
1533814	Bacteria_71	GrpE	PF01025.19	0.582278481012658	0	0.586497890295359	0	0	0	1.27215189873418	0	0	0	0	0.291139240506329	0	0	2.37763713080169	0	0.565400843881857	0	0.738396624472574	0	0.592827004219409	0.160337552742616	0	0.848101265822785	0	2.4662447257384	0	0.869198312236287	0.953586497890295
